accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,time_of_day,is_weekend_str
10642,Pune,Maharashtra,18.51847451319248,73.94502615644762,2023-05-07,11:00,11,Friday,0,highway,2,0,clear,high,20,high,overspeeding,fatal,5,4,0,,0.61,Morning,Weekday
10643,Hyderabad,Telangana,17.471728067722267,78.513463661347,2022-06-13,13:00,13,Sunday,1,highway,3,1,clear,high,31,high,overspeeding,fatal,2,0,0,,0.69,Afternoon,Weekend
10644,Mumbai,Maharashtra,19.06820094169859,72.93843141425062,2024-06-03,05:00,5,Thursday,0,rural,3,1,clear,high,34,high,poor road,major,2,1,1,,0.43,Morning,Weekday
10645,Bangalore,Karnataka,13.02438269015126,77.50869791367988,2024-05-25,09:00,9,Tuesday,0,highway,2,0,clear,high,20,high,distraction,minor,3,3,0,,0.43,Morning,Weekday
10646,Bangalore,Karnataka,13.028719931147815,77.5322903084537,2023-02-08,21:00,21,Friday,0,urban,2,1,clear,medium,39,high,drunk driving,minor,2,2,0,,0.77,Night,Weekday
10647,Delhi,Delhi,28.605534604549263,77.25258695957821,2024-08-19,02:00,2,Monday,0,urban,3,1,clear,high,22,high,overspeeding,minor,1,0,1,,0.6,Night,Weekday
10648,Delhi,Delhi,28.590374060786,77.30891250468122,2025-03-14,10:00,10,Monday,0,rural,2,0,rain,low,33,low,poor road,minor,5,4,0,,0.47,Morning,Weekday
10649,Chandigarh,Chandigarh,30.72058201752556,76.73140267851475,2022-06-29,00:00,0,Wednesday,0,urban,2,0,rain,medium,30,medium,overspeeding,major,3,0,0,,0.66,Night,Weekday
10650,Chandigarh,Chandigarh,30.76172363962441,76.84973999787591,2023-09-23,20:00,20,Sunday,1,urban,1,0,clear,high,33,medium,overspeeding,minor,5,4,0,,0.47,Evening,Weekend
10651,Delhi,Delhi,28.65321539501276,77.28444449332281,2023-07-26,18:00,18,Wednesday,0,highway,1,0,clear,high,23,low,poor road,minor,1,0,0,,0.31,Evening,Weekday
10652,Pune,Maharashtra,18.4555598124055,73.955431322912,2022-07-07,01:00,1,Thursday,0,urban,3,0,clear,high,23,high,overspeeding,minor,3,0,0,,0.61,Night,Weekday
10653,Delhi,Delhi,28.60647476170542,77.26485962152128,2024-10-22,22:00,22,Wednesday,0,highway,2,1,clear,high,29,low,drunk driving,minor,2,2,0,,0.62,Night,Weekday
10654,Chennai,Tamil Nadu,13.065109492291846,80.25321891003749,2022-11-13,21:00,21,Monday,0,urban,2,1,rain,medium,39,high,weather,minor,4,4,0,,0.51,Night,Weekday
10655,Hyderabad,Telangana,17.413241520405986,78.39486938049393,2024-07-26,19:00,19,Saturday,1,highway,2,1,rain,low,25,medium,overspeeding,minor,1,1,1,,0.77,Evening,Weekend
10656,Delhi,Delhi,28.58057002759742,77.1119070851565,2022-04-02,15:00,15,Tuesday,0,urban,2,1,clear,high,39,low,drunk driving,minor,4,4,0,,0.41,Afternoon,Weekday
10657,Delhi,Delhi,28.530130666481835,77.2383310994013,2023-08-25,10:00,10,Sunday,1,rural,4,0,rain,medium,25,high,drunk driving,major,3,2,0,,0.81,Morning,Weekend
10658,Hyderabad,Telangana,17.434083550270973,78.55682603791092,2023-03-23,21:00,21,Wednesday,0,urban,4,0,rain,low,25,medium,overspeeding,minor,3,2,0,,0.66,Night,Weekday
10659,Bangalore,Karnataka,13.039935002092836,77.532189090001,2023-02-26,20:00,20,Friday,0,urban,3,0,rain,low,18,high,weather,minor,3,1,1,,0.64,Evening,Weekday
10660,Delhi,Delhi,28.55694211479372,77.27171466664133,2025-02-04,08:00,8,Friday,0,urban,2,0,clear,high,34,high,overspeeding,minor,5,5,0,,0.47,Morning,Weekday
10661,Chandigarh,Chandigarh,30.660031902509253,76.87031941739772,2022-07-10,09:00,9,Tuesday,0,urban,4,1,clear,high,22,medium,poor road,fatal,2,2,1,,0.35,Morning,Weekday
10662,Chennai,Tamil Nadu,13.056966929024869,80.31334593813244,2023-06-14,03:00,3,Friday,0,highway,2,0,clear,high,23,high,overspeeding,minor,5,4,0,,0.64,Night,Weekday
10663,Pune,Maharashtra,18.46276783700241,73.78889078781339,2024-05-15,02:00,2,Saturday,1,rural,1,0,rain,medium,16,high,overspeeding,minor,1,1,0,,0.81,Night,Weekend
10664,Delhi,Delhi,28.549247607985365,77.26256040008484,2025-01-12,19:00,19,Monday,0,urban,4,1,fog,low,19,high,overspeeding,fatal,3,0,0,,0.92,Evening,Weekday
10665,Mumbai,Maharashtra,19.11266569048885,72.86283641601521,2024-01-29,04:00,4,Tuesday,0,urban,2,1,rain,medium,31,low,drunk driving,minor,3,2,1,,0.66,Night,Weekday
10666,Delhi,Delhi,28.65507381710138,77.11600847965526,2023-04-19,03:00,3,Sunday,1,urban,3,0,clear,high,27,high,drunk driving,minor,4,3,0,,0.68,Night,Weekend
10667,Kolkata,West Bengal,22.58152669334675,88.35113672340276,2023-08-28,21:00,21,Saturday,1,highway,2,0,rain,medium,28,high,overspeeding,minor,5,4,0,,0.76,Night,Weekend
10668,Hyderabad,Telangana,17.35946918138082,78.57862683604749,2024-06-17,21:00,21,Saturday,1,urban,2,0,clear,high,31,high,poor road,minor,5,1,0,,0.45,Night,Weekend
10669,Mumbai,Maharashtra,19.02742839493868,72.96207223580895,2024-12-19,07:00,7,Sunday,1,highway,2,0,clear,high,30,high,overspeeding,minor,5,4,0,,0.51,Morning,Weekend
10670,Bangalore,Karnataka,12.914972724635856,77.59410079795485,2023-05-10,19:00,19,Sunday,1,highway,2,1,clear,high,20,medium,distraction,major,4,4,0,,0.56,Evening,Weekend
10671,Hyderabad,Telangana,17.393593723438492,78.55199803069385,2023-08-18,05:00,5,Sunday,1,urban,3,1,clear,high,35,high,distraction,major,2,1,1,,0.48,Morning,Weekend
10672,Bangalore,Karnataka,12.989565469653272,77.63305561671406,2024-07-30,15:00,15,Saturday,1,urban,1,0,clear,high,32,high,weather,minor,2,0,0,,0.31,Afternoon,Weekend
10673,Mumbai,Maharashtra,19.133317077969405,72.80866919661788,2024-06-30,09:00,9,Friday,0,rural,1,1,clear,high,33,high,drunk driving,minor,5,0,0,,0.59,Morning,Weekday
10674,Chennai,Tamil Nadu,13.168676844150092,80.22106653578903,2024-06-17,22:00,22,Saturday,1,urban,2,1,clear,high,16,medium,drunk driving,minor,5,4,0,,0.57,Night,Weekend
10675,Hyderabad,Telangana,17.478925753086394,78.4071049237748,2023-12-29,21:00,21,Thursday,0,highway,2,0,rain,medium,27,high,drunk driving,major,4,2,0,,0.9,Night,Weekday
10676,Mumbai,Maharashtra,19.154799243403883,72.97590264786761,2022-12-02,17:00,17,Saturday,1,urban,3,0,clear,high,18,medium,drunk driving,major,1,1,0,,0.67,Evening,Weekend
10677,Chennai,Tamil Nadu,12.99305448461778,80.17324601345696,2025-04-10,04:00,4,Saturday,1,highway,3,1,clear,high,32,low,distraction,minor,5,4,0,,0.51,Night,Weekend
10678,Chennai,Tamil Nadu,13.14578585810568,80.34680801000202,2023-08-10,23:00,23,Tuesday,0,urban,3,1,rain,medium,27,low,overspeeding,fatal,4,1,1,,0.71,Night,Weekday
10679,Bangalore,Karnataka,13.042935606503882,77.68564806489091,2024-04-13,09:00,9,Monday,0,urban,2,0,clear,medium,25,medium,overspeeding,major,4,2,1,,0.54,Morning,Weekday
10680,Pune,Maharashtra,18.619773151054986,73.8580319869597,2022-07-13,13:00,13,Thursday,0,urban,2,0,fog,low,36,high,poor road,major,1,0,0,,0.56,Afternoon,Weekday
10681,Mumbai,Maharashtra,19.0783071092431,72.7970509057674,2023-09-24,17:00,17,Tuesday,0,highway,3,0,clear,high,32,low,weather,minor,2,2,0,,0.31,Evening,Weekday
10682,Chennai,Tamil Nadu,13.139915361489589,80.34380197833475,2022-11-08,15:00,15,Friday,0,rural,3,1,clear,high,28,medium,overspeeding,minor,1,1,0,,0.46,Afternoon,Weekday
10683,Bangalore,Karnataka,12.946619710113335,77.5637267477349,2023-12-30,22:00,22,Sunday,1,rural,3,1,rain,medium,20,medium,drunk driving,major,2,0,1,,0.85,Night,Weekend
10684,Delhi,Delhi,28.56684035475586,77.13609575946575,2024-02-17,16:00,16,Tuesday,0,urban,2,0,rain,medium,34,medium,drunk driving,minor,3,0,0,,0.47,Afternoon,Weekday
10685,Delhi,Delhi,28.685855547482515,77.12481987904438,2024-01-17,21:00,21,Friday,0,urban,3,1,clear,high,17,high,drunk driving,minor,1,1,0,,0.64,Night,Weekday
10686,Delhi,Delhi,28.568073952177663,77.18885375348252,2024-02-13,01:00,1,Thursday,0,highway,2,1,clear,medium,36,high,overspeeding,minor,1,0,0,,0.76,Night,Weekday
10687,Pune,Maharashtra,18.544551150503345,73.82543188320493,2023-08-11,08:00,8,Thursday,0,highway,3,0,fog,low,17,high,weather,minor,4,3,1,,0.51,Morning,Weekday
10688,Kolkata,West Bengal,22.60131484331239,88.42049152172096,2024-01-06,12:00,12,Sunday,1,urban,4,0,clear,high,21,low,overspeeding,major,3,0,0,,0.51,Afternoon,Weekend
10689,Bangalore,Karnataka,12.938494878733428,77.6481627813136,2023-06-21,19:00,19,Friday,0,highway,2,0,clear,high,19,medium,overspeeding,minor,2,1,0,,0.49,Evening,Weekday
10690,Chandigarh,Chandigarh,30.735114652848694,76.7483057462147,2023-05-01,20:00,20,Tuesday,0,rural,2,1,clear,high,16,medium,overspeeding,minor,2,1,0,,0.52,Evening,Weekday
10691,Bangalore,Karnataka,12.938921635722023,77.62956645138861,2023-10-11,21:00,21,Saturday,1,urban,3,0,clear,high,24,medium,distraction,minor,2,1,0,,0.49,Night,Weekend
10692,Hyderabad,Telangana,17.384383205220963,78.46262754573216,2022-07-13,20:00,20,Tuesday,0,highway,3,0,rain,low,30,low,overspeeding,fatal,4,4,1,,0.84,Evening,Weekday
10693,Kolkata,West Bengal,22.59286928812844,88.30816507994987,2024-03-23,05:00,5,Saturday,1,highway,3,1,clear,high,20,high,drunk driving,minor,3,2,0,,0.62,Morning,Weekend
10694,Kolkata,West Bengal,22.63992706804781,88.43573434145081,2022-01-02,09:00,9,Sunday,1,highway,3,1,rain,medium,31,medium,distraction,minor,2,1,1,,0.47,Morning,Weekend
10695,Delhi,Delhi,28.66373513281636,77.233573701335,2023-01-20,13:00,13,Thursday,0,urban,2,1,fog,low,36,medium,overspeeding,major,5,5,0,,0.68,Afternoon,Weekday
10696,Bangalore,Karnataka,12.976951147264936,77.50966579645267,2022-05-21,01:00,1,Saturday,1,urban,2,0,clear,high,34,low,drunk driving,minor,2,2,0,,0.63,Night,Weekend
10697,Mumbai,Maharashtra,19.11690913379105,72.92448087380005,2023-09-29,21:00,21,Sunday,1,highway,2,0,fog,low,32,high,drunk driving,fatal,1,1,0,,1.0,Night,Weekend
10698,Mumbai,Maharashtra,19.079232242815312,72.91490499210381,2024-09-10,00:00,0,Sunday,1,highway,2,1,clear,high,25,low,overspeeding,fatal,4,4,1,,0.72,Night,Weekend
10699,Bangalore,Karnataka,12.872880847358935,77.50684541343736,2022-09-24,20:00,20,Friday,0,urban,3,1,clear,high,16,high,overspeeding,minor,2,2,0,,0.58,Evening,Weekday
10700,Chandigarh,Chandigarh,30.672863905923823,76.78901453480604,2023-07-28,18:00,18,Sunday,1,urban,3,1,clear,high,17,high,drunk driving,minor,1,0,1,,0.67,Evening,Weekend
10701,Delhi,Delhi,28.5506992795248,77.18158382448033,2022-12-24,23:00,23,Thursday,0,highway,2,1,clear,high,31,high,distraction,minor,4,0,0,,0.56,Night,Weekday
10702,Bangalore,Karnataka,13.049524122862922,77.50515044884936,2023-01-16,21:00,21,Saturday,1,highway,3,1,clear,medium,25,high,distraction,minor,1,1,0,,0.74,Night,Weekend
10703,Chennai,Tamil Nadu,13.018702617108469,80.32194775389611,2024-10-14,00:00,0,Monday,0,urban,2,1,clear,high,19,low,drunk driving,minor,1,1,1,,0.57,Night,Weekday
10704,Mumbai,Maharashtra,18.98483295113143,72.81276832974307,2024-07-09,00:00,0,Monday,0,highway,2,0,clear,high,24,high,distraction,minor,2,1,0,,0.54,Night,Weekday
10705,Delhi,Delhi,28.65477827044372,77.26446924995818,2025-02-26,16:00,16,Sunday,1,urban,2,0,fog,low,30,high,poor road,minor,3,3,0,,0.57,Afternoon,Weekend
10706,Bangalore,Karnataka,12.91945595482271,77.60572873240329,2022-06-09,22:00,22,Sunday,1,highway,3,1,rain,medium,19,high,weather,minor,3,2,0,,0.6,Night,Weekend
10707,Chennai,Tamil Nadu,13.118966305903902,80.17301167242897,2023-01-08,19:00,19,Friday,0,urban,4,0,rain,medium,35,high,overspeeding,minor,2,2,0,,0.65,Evening,Weekday
10708,Delhi,Delhi,28.53346589835887,77.24200213260693,2024-07-23,03:00,3,Tuesday,0,highway,2,1,rain,medium,22,high,weather,minor,1,1,1,,0.62,Night,Weekday
10709,Hyderabad,Telangana,17.416437697776377,78.43880754390483,2024-06-05,19:00,19,Sunday,1,highway,2,1,rain,medium,33,medium,distraction,minor,1,0,0,,0.53,Evening,Weekend
10710,Chennai,Tamil Nadu,13.102945903262048,80.17686875596864,2023-12-24,13:00,13,Thursday,0,highway,3,0,clear,high,22,high,overspeeding,minor,4,1,0,,0.47,Afternoon,Weekday
10711,Mumbai,Maharashtra,19.172727485525225,72.88430440154667,2022-01-10,12:00,12,Tuesday,0,rural,4,1,clear,medium,40,high,overspeeding,major,1,0,0,,0.7,Afternoon,Weekday
10712,Delhi,Delhi,28.65778578234379,77.25313520850578,2025-02-22,04:00,4,Monday,0,urban,2,1,clear,high,37,high,drunk driving,minor,2,2,1,,0.64,Night,Weekday
10713,Delhi,Delhi,28.69617194167258,77.29792088864605,2024-11-21,17:00,17,Thursday,0,rural,3,0,rain,low,26,high,weather,minor,2,1,0,,0.68,Evening,Weekday
10714,Chennai,Tamil Nadu,12.98777740397547,80.36780499319629,2022-05-04,16:00,16,Friday,0,highway,3,0,rain,medium,23,medium,drunk driving,major,1,1,0,,0.67,Afternoon,Weekday
10715,Hyderabad,Telangana,17.368963485528806,78.54474080265132,2022-01-20,21:00,21,Saturday,1,highway,2,0,clear,high,37,high,distraction,minor,5,4,0,,0.57,Night,Weekend
10716,Bangalore,Karnataka,12.99844686169157,77.65501006641557,2022-11-28,18:00,18,Saturday,1,highway,2,1,clear,medium,27,high,overspeeding,major,1,0,1,,0.79,Evening,Weekend
10717,Chennai,Tamil Nadu,13.0599613420757,80.29963755911602,2022-12-19,22:00,22,Thursday,0,urban,2,0,clear,medium,34,high,overspeeding,fatal,2,2,0,,0.88,Night,Weekday
10718,Chennai,Tamil Nadu,13.15654112975333,80.29938875205616,2024-04-18,01:00,1,Sunday,1,urban,2,1,clear,high,37,high,overspeeding,fatal,2,1,0,,0.83,Night,Weekend
10719,Chennai,Tamil Nadu,13.027178903519475,80.19056254689248,2022-09-24,07:00,7,Wednesday,0,highway,3,0,rain,low,28,high,overspeeding,minor,4,1,0,,0.75,Morning,Weekday
10720,Mumbai,Maharashtra,19.14494284172996,72.92354549171584,2022-04-13,07:00,7,Friday,0,rural,4,1,clear,high,31,low,overspeeding,minor,5,3,0,,0.44,Morning,Weekday
10721,Pune,Maharashtra,18.58597678954784,73.8645535235673,2022-06-27,23:00,23,Sunday,1,urban,2,1,clear,high,15,high,overspeeding,minor,2,2,1,,0.65,Night,Weekend
10722,Mumbai,Maharashtra,19.149785649528848,72.92052603512592,2023-01-24,00:00,0,Sunday,1,urban,3,1,clear,high,34,low,overspeeding,minor,5,3,0,,0.54,Night,Weekend
10723,Delhi,Delhi,28.668859729153763,77.11425001236252,2024-06-17,04:00,4,Sunday,1,urban,2,1,clear,high,37,low,drunk driving,fatal,4,2,0,,0.72,Night,Weekend
10724,Mumbai,Maharashtra,19.13736804916624,72.89264246829948,2025-03-19,00:00,0,Friday,0,urban,3,0,clear,high,31,high,overspeeding,minor,5,1,0,,0.6,Night,Weekday
10725,Chennai,Tamil Nadu,13.112152940889793,80.32567737372237,2024-12-07,14:00,14,Saturday,1,urban,3,0,clear,high,37,medium,distraction,minor,5,3,1,,0.31,Afternoon,Weekend
10726,Delhi,Delhi,28.554712783472176,77.29642647852843,2023-10-11,05:00,5,Sunday,1,urban,3,0,rain,low,26,medium,overspeeding,major,2,1,0,,0.68,Morning,Weekend
10727,Hyderabad,Telangana,17.32712114981863,78.43202519130898,2024-01-20,19:00,19,Saturday,1,rural,2,1,clear,high,26,medium,poor road,minor,2,1,0,,0.43,Evening,Weekend
10728,Bangalore,Karnataka,12.888536075222715,77.69213619446529,2022-02-23,04:00,4,Thursday,0,rural,4,1,clear,high,29,medium,drunk driving,minor,5,3,0,,0.62,Night,Weekday
10729,Pune,Maharashtra,18.42596489990532,73.93208591379164,2022-01-28,08:00,8,Sunday,1,urban,4,0,clear,high,36,high,drunk driving,minor,5,4,1,,0.5,Morning,Weekend
10730,Bangalore,Karnataka,13.0462829219244,77.52012284854922,2022-05-17,08:00,8,Friday,0,urban,2,0,clear,high,15,high,drunk driving,major,4,4,0,,0.59,Morning,Weekday
10731,Delhi,Delhi,28.607251691897844,77.13634928930404,2022-01-11,04:00,4,Saturday,1,highway,3,1,clear,high,26,low,poor road,minor,2,0,0,,0.46,Night,Weekend
10732,Hyderabad,Telangana,17.361676892293435,78.58008512461772,2023-04-02,08:00,8,Sunday,1,urban,1,0,clear,high,25,medium,overspeeding,minor,5,5,0,,0.45,Morning,Weekend
10733,Delhi,Delhi,28.663590316285827,77.16046748469762,2023-12-09,01:00,1,Sunday,1,urban,3,0,clear,high,15,high,overspeeding,minor,5,5,0,,0.61,Night,Weekend
10734,Delhi,Delhi,28.64508710034959,77.14806455110508,2024-01-12,12:00,12,Thursday,0,highway,4,0,rain,medium,28,low,overspeeding,major,5,1,0,,0.56,Afternoon,Weekday
10735,Mumbai,Maharashtra,19.0426571893897,72.90789974167278,2024-08-16,18:00,18,Saturday,1,urban,2,1,clear,high,25,high,overspeeding,minor,5,5,0,,0.63,Evening,Weekend
10736,Chandigarh,Chandigarh,30.79085320677141,76.86437945419708,2024-04-26,22:00,22,Saturday,1,urban,1,1,clear,high,24,high,drunk driving,fatal,4,4,0,,0.81,Night,Weekend
10737,Bangalore,Karnataka,12.905515789069968,77.61502032709633,2023-05-16,21:00,21,Sunday,1,highway,1,0,clear,high,19,medium,drunk driving,fatal,5,3,0,,0.84,Night,Weekend
10738,Mumbai,Maharashtra,19.10998460554384,72.92413635866,2024-10-19,13:00,13,Friday,0,highway,3,0,clear,high,31,high,overspeeding,major,1,0,0,,0.58,Afternoon,Weekday
10739,Mumbai,Maharashtra,19.1098608506603,72.90231387671652,2022-05-23,19:00,19,Tuesday,0,urban,1,0,clear,high,32,low,distraction,minor,3,3,0,,0.35,Evening,Weekday
10740,Delhi,Delhi,28.54203138210581,77.12957604451691,2024-09-04,11:00,11,Sunday,1,urban,2,0,clear,high,17,high,drunk driving,minor,3,3,0,,0.51,Morning,Weekend
10741,Hyderabad,Telangana,17.326592637689323,78.40052927864912,2022-06-19,06:00,6,Wednesday,0,highway,4,0,clear,medium,35,high,overspeeding,major,5,5,0,,0.65,Morning,Weekday
10742,Bangalore,Karnataka,13.050223252298633,77.52923961277388,2022-01-07,23:00,23,Tuesday,0,urban,1,0,fog,low,24,high,poor road,minor,4,1,0,,0.68,Night,Weekday
10743,Chennai,Tamil Nadu,13.116684755892797,80.30311055797935,2024-11-25,22:00,22,Friday,0,highway,3,1,clear,medium,16,low,weather,minor,2,2,0,,0.53,Night,Weekday
10744,Mumbai,Maharashtra,19.13646929384493,72.92071252028941,2023-04-25,05:00,5,Thursday,0,urban,3,0,clear,high,20,high,drunk driving,major,1,1,0,,0.54,Morning,Weekday
10745,Mumbai,Maharashtra,19.080720807533297,72.97022833026223,2023-11-26,19:00,19,Monday,0,highway,2,1,clear,medium,30,medium,overspeeding,minor,2,2,0,,0.61,Evening,Weekday
10746,Hyderabad,Telangana,17.405854733846933,78.5548596122248,2023-07-10,20:00,20,Saturday,1,highway,3,1,clear,high,30,high,drunk driving,major,5,1,1,,0.79,Evening,Weekend
10747,Kolkata,West Bengal,22.63813504090492,88.41132239855493,2023-02-07,05:00,5,Sunday,1,highway,2,1,rain,medium,39,high,weather,minor,4,4,0,,0.46,Morning,Weekend
10748,Hyderabad,Telangana,17.412890485208507,78.56036426108156,2022-03-20,06:00,6,Sunday,1,highway,2,1,clear,medium,20,low,overspeeding,fatal,3,3,0,,0.74,Morning,Weekend
10749,Bangalore,Karnataka,13.05709181993865,77.58996282310599,2022-05-24,08:00,8,Saturday,1,urban,2,0,clear,high,23,high,weather,minor,5,4,0,,0.34,Morning,Weekend
10750,Bangalore,Karnataka,12.990139928948045,77.49646291340724,2024-09-07,18:00,18,Sunday,1,urban,2,0,clear,high,28,medium,overspeeding,major,4,4,0,,0.59,Evening,Weekend
10751,Delhi,Delhi,28.54636475923061,77.13866970654165,2023-11-08,20:00,20,Thursday,0,urban,3,0,rain,low,39,medium,weather,minor,3,3,0,,0.49,Evening,Weekday
10752,Chennai,Tamil Nadu,13.00007988095717,80.29333267554632,2024-10-29,22:00,22,Sunday,1,urban,3,0,clear,high,25,high,drunk driving,major,2,2,0,,0.74,Night,Weekend
10753,Delhi,Delhi,28.655535039658464,77.22136265563024,2025-01-27,02:00,2,Tuesday,0,urban,2,1,rain,low,35,high,overspeeding,major,5,5,1,,0.86,Night,Weekday
10754,Bangalore,Karnataka,12.970440954356537,77.65720131201064,2024-02-24,03:00,3,Sunday,1,urban,2,0,clear,high,23,medium,weather,minor,5,4,0,,0.42,Night,Weekend
10755,Chennai,Tamil Nadu,13.136760141837668,80.26157425434748,2022-06-15,00:00,0,Wednesday,0,highway,4,0,rain,low,28,medium,distraction,major,3,3,0,,0.73,Night,Weekday
10756,Chennai,Tamil Nadu,13.004638306127228,80.21644654644943,2024-02-12,22:00,22,Sunday,1,urban,3,1,clear,high,34,medium,overspeeding,major,1,1,1,,0.6,Night,Weekend
10757,Bangalore,Karnataka,12.9852938404102,77.50250996956373,2024-03-30,04:00,4,Wednesday,0,highway,1,1,rain,low,28,high,drunk driving,fatal,2,0,1,,1.0,Night,Weekday
10758,Pune,Maharashtra,18.55594301613271,73.82903117902379,2022-08-26,20:00,20,Saturday,1,urban,3,1,fog,low,20,high,overspeeding,fatal,5,5,1,,0.98,Evening,Weekend
10759,Chennai,Tamil Nadu,13.018581114731376,80.17925001762232,2022-10-15,11:00,11,Friday,0,urban,3,0,rain,medium,26,high,overspeeding,minor,1,0,0,,0.51,Morning,Weekday
10760,Delhi,Delhi,28.64924284111636,77.27909471759803,2025-01-11,03:00,3,Sunday,1,rural,3,1,clear,high,40,medium,overspeeding,minor,3,0,0,,0.64,Night,Weekend
10761,Mumbai,Maharashtra,18.98388337930682,72.834705058062,2024-01-15,03:00,3,Saturday,1,urban,1,1,clear,high,32,low,drunk driving,minor,4,0,0,,0.64,Night,Weekend
10762,Pune,Maharashtra,18.5598083881178,73.85615616495987,2023-01-22,09:00,9,Saturday,1,urban,3,0,clear,high,32,high,overspeeding,major,1,1,0,,0.57,Morning,Weekend
10763,Chennai,Tamil Nadu,12.99722064204645,80.34172613622555,2022-12-14,22:00,22,Friday,0,highway,4,1,fog,low,21,low,poor road,minor,5,5,0,,0.61,Night,Weekday
10764,Chennai,Tamil Nadu,13.142153959862538,80.28598353984398,2023-11-22,01:00,1,Sunday,1,urban,2,0,clear,medium,38,high,overspeeding,major,4,4,1,,0.85,Night,Weekend
10765,Hyderabad,Telangana,17.442805005905456,78.5394618850901,2022-10-01,01:00,1,Friday,0,urban,3,1,fog,low,32,high,overspeeding,minor,2,1,0,,0.83,Night,Weekday
10766,Delhi,Delhi,28.632783994463875,77.30403088104683,2023-03-13,11:00,11,Tuesday,0,highway,2,0,clear,high,19,high,overspeeding,major,1,1,1,,0.56,Morning,Weekday
10767,Pune,Maharashtra,18.57630073263884,73.79982815369034,2024-03-03,03:00,3,Saturday,1,highway,2,0,rain,medium,32,medium,overspeeding,minor,2,1,0,,0.68,Night,Weekend
10768,Pune,Maharashtra,18.61566368751615,73.7740788143536,2024-03-18,07:00,7,Sunday,1,highway,1,1,clear,high,36,medium,overspeeding,major,4,4,0,,0.53,Morning,Weekend
10769,Bangalore,Karnataka,12.928981074447805,77.53956198057362,2022-10-30,10:00,10,Thursday,0,urban,3,1,rain,low,39,high,drunk driving,minor,5,1,0,,0.74,Morning,Weekday
10770,Bangalore,Karnataka,13.04750653959301,77.6042619746443,2023-10-27,23:00,23,Tuesday,0,urban,1,0,clear,high,33,high,drunk driving,minor,3,0,1,,0.64,Night,Weekday
10771,Hyderabad,Telangana,17.295762472317215,78.4831448897364,2024-12-02,20:00,20,Saturday,1,rural,2,0,clear,high,27,high,overspeeding,minor,5,3,1,,0.7,Evening,Weekend
10772,Chennai,Tamil Nadu,13.03704087808421,80.30094605186208,2022-09-15,11:00,11,Friday,0,rural,4,0,clear,high,19,low,poor road,minor,4,2,1,,0.3,Morning,Weekday
10773,Mumbai,Maharashtra,19.133721623533592,72.83854009981373,2022-11-01,02:00,2,Wednesday,0,highway,2,0,rain,medium,20,low,distraction,minor,2,0,0,,0.55,Night,Weekday
10774,Pune,Maharashtra,18.446165744418693,73.91103675323562,2022-11-19,00:00,0,Sunday,1,urban,1,1,fog,low,18,low,overspeeding,minor,5,2,0,,0.7,Night,Weekend
10775,Bangalore,Karnataka,12.968125283056953,77.69443050943603,2022-04-16,20:00,20,Saturday,1,urban,2,1,rain,low,26,medium,overspeeding,major,2,0,0,,0.79,Evening,Weekend
10776,Delhi,Delhi,28.57162916341399,77.11179043636776,2024-10-01,13:00,13,Wednesday,0,rural,1,1,fog,low,18,medium,distraction,minor,1,1,0,,0.54,Afternoon,Weekday
10777,Bangalore,Karnataka,12.877019238757198,77.67235928721327,2022-09-30,18:00,18,Thursday,0,urban,3,0,clear,medium,16,medium,weather,minor,4,4,0,,0.4,Evening,Weekday
10778,Delhi,Delhi,28.58937667006406,77.23882362721156,2023-01-01,07:00,7,Sunday,1,urban,2,0,clear,medium,21,medium,drunk driving,minor,4,3,0,New Year,0.54,Morning,Weekend
10779,Kolkata,West Bengal,22.518021071159,88.26836418120062,2023-09-04,04:00,4,Wednesday,0,highway,2,0,rain,medium,35,high,drunk driving,minor,4,1,0,,0.76,Night,Weekday
10780,Chandigarh,Chandigarh,30.6450072362893,76.77451836813789,2022-05-28,04:00,4,Friday,0,highway,1,1,clear,high,37,high,distraction,minor,4,1,0,,0.56,Night,Weekday
10781,Chennai,Tamil Nadu,13.136312036094884,80.3224924944742,2022-07-25,05:00,5,Thursday,0,highway,2,1,rain,low,39,medium,overspeeding,minor,4,4,0,,0.64,Morning,Weekday
10782,Hyderabad,Telangana,17.391496036222975,78.48968792294573,2025-02-18,10:00,10,Sunday,1,highway,4,0,clear,high,32,high,overspeeding,major,5,2,0,,0.61,Morning,Weekend
10783,Delhi,Delhi,28.71209989115342,77.18462731038042,2023-05-03,20:00,20,Sunday,1,rural,3,1,clear,medium,24,medium,weather,minor,2,0,0,,0.53,Evening,Weekend
10784,Delhi,Delhi,28.611224660519536,77.30625136884896,2022-10-21,05:00,5,Monday,0,rural,4,0,fog,low,24,medium,distraction,minor,3,3,0,,0.52,Morning,Weekday
10785,Pune,Maharashtra,18.455416483642352,73.95416720935275,2023-03-01,09:00,9,Monday,0,highway,2,0,clear,high,35,low,overspeeding,major,4,3,1,,0.48,Morning,Weekday
10786,Delhi,Delhi,28.68550271237248,77.27386964482528,2024-02-23,05:00,5,Saturday,1,urban,2,1,clear,high,35,medium,overspeeding,minor,4,4,0,,0.44,Morning,Weekend
